ros_time,elapsed_s,truth_stamp,odom_stamp,sync_dt_s,truth_x_m,truth_y_m,truth_yaw_deg,truth_speed_mps,lio_raw_x_m,lio_raw_y_m,lio_raw_yaw_deg,lio_base_x_m,lio_base_y_m,lio_aligned_x_m,lio_aligned_y_m,lio_aligned_yaw_deg,lio_speed_mps,error_x_m,error_y_m,position_error_m,along_track_error_m,cross_track_error_m,yaw_error_deg,speed_error_mps,truth_distance_m,lio_distance_m,position_rmse_m,cross_track_rmse_m,yaw_rmse_deg,position_max_m,lio_degenerate,gps_status,gps_age_s,gps_shadow,status
1785251043.672452450,6.944,1785251043.420000076,1785251043.424789190,0.004789,-11.888220,-219.622437,67.527359,6.020409,0.287401,41.561920,-6.856332,-3.008857,41.958262,-14.054055,-223.152316,57.135198,0.000000,-2.165835,-3.529879,4.141363,-4.089702,0.652097,-10.392161,-6.020409,4.156200,0.513813,1.665636,0.269803,4.484780,4.141363,1,0,0.162576,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251043.910368681,7.182,1785251043.653000116,1785251043.658065319,0.005065,-11.302925,-218.226242,68.561768,6.843285,0.287295,41.560333,-10.517597,-2.976925,42.166358,-14.227074,-223.032367,53.473934,0.000000,-2.924149,-4.806125,5.625788,-5.542370,0.965204,-15.087834,-6.843285,5.670112,0.724344,2.276095,0.379950,6.116157,5.625788,1,0,0.022625,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251044.092660427,7.365,1785251043.877000093,1785251043.882135153,0.005135,-10.716490,-216.827759,68.580185,6.782209,0.264855,41.483299,-30.497447,-2.595829,43.168199,-14.960346,-222.250554,33.494083,0.000000,-4.243856,-5.422795,6.886002,-6.598091,1.970333,-35.086102,-6.782209,7.186576,1.796221,2.903371,0.657183,11.367711,6.886002,1,0,0.204917,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251044.318579674,7.591,1785251044.066999912,1785251044.075165749,0.008166,-10.213226,-215.634933,68.729156,6.858358,0.265361,41.483860,-29.903203,-2.612644,43.139000,-14.941478,-222.278470,34.088327,0.000000,-4.728251,-6.643536,8.154320,-7.906253,1.996021,-34.640830,-6.858358,8.481221,1.829915,3.546399,0.828021,14.342520,8.154320,1,0,0.010113,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251044.543458462,7.815,1785251044.298000097,1785251044.304060221,0.006060,-9.592528,-214.081909,70.901230,7.560521,0.262240,41.476673,-35.388918,-2.444357,43.399363,-15.101679,-222.013055,28.602613,0.000000,-5.509150,-7.931145,9.656801,-9.297164,2.610852,-42.298617,-7.560521,10.153689,2.139930,4.237382,1.046111,17.642908,9.656801,1,0,0.013025,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251044.788900852,8.061,1785251044.503000021,1785251044.509923697,0.006924,-9.042372,-212.530319,71.941849,8.236991,0.272676,41.545982,-36.576373,-2.393494,43.524350,-15.191704,-221.912536,27.415157,0.000000,-6.149333,-9.382217,11.217856,-10.826254,2.938112,-44.526692,-8.236991,11.799929,2.274870,4.969729,1.251192,20.389503,11.217856,1,0,0.094725,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251045.003968954,8.276,1785251044.739000082,1785251044.755897760,0.016898,-8.362844,-210.587082,72.003250,9.090978,-74.167183,-63.575005,-34.756944,-76.894821,-61.682285,46.691443,-335.002588,29.234586,0.000000,55.054286,-124.415506,136.052168,-101.318618,-90.800496,-42.768664,-9.090978,13.858552,131.189119,33.347867,22.055782,22.335501,136.052168,1,0,0.114451,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251045.244328499,8.516,1785251044.966000080,1785251044.972918034,0.006918,-7.637846,-208.527618,72.006546,9.938907,-74.208382,-63.617809,-52.294957,-76.238883,-60.991126,46.357910,-334.110000,11.696573,0.000000,53.995756,-125.582382,136.698487,-102.760636,-90.148366,-60.309973,-9.938907,16.041900,132.141986,45.699404,30.181401,25.946699,136.698487,1,0,0.155466,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251045.435734510,8.708,1785251045.197999954,1785251045.213063002,0.015063,-6.844485,-206.267258,71.998749,10.713043,-74.197571,-63.608875,-43.319580,-76.612998,-61.331133,46.499433,-334.595323,20.671950,0.000000,53.343918,-128.328066,138.973616,-105.561092,-90.390940,-51.326799,-10.713043,18.437449,132.647523,54.726837,35.958329,27.864901,138.973616,1,0,0.128820,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251045.672929764,8.945,1785251045.397000074,1785251045.402867556,0.005867,-6.112346,-204.180801,71.999603,11.417869,-74.179512,-63.585342,-32.872389,-76.967919,-61.783347,46.750217,-335.112598,31.119141,0.000000,52.862563,-130.931797,141.200517,-108.187480,-90.736184,-40.880462,-11.417869,20.648631,133.222385,61.985116,40.496965,28.656425,141.200517,1,0,0.148793,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251045.862205029,9.134,1785251045.634000063,1785251045.639618635,0.005619,-5.176724,-201.514709,72.002502,12.267832,-74.256630,-63.561340,-34.567342,-76.990517,-61.677657,46.645321,-335.086563,29.424189,0.000000,51.822045,-133.571853,143.272343,-111.024444,-90.556817,-42.578314,-12.267832,23.474129,133.330463,68.093093,44.186089,29.468891,143.272343,1,0,0.165712,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251046.117100239,9.389,1785251045.838000059,1785251045.848113298,0.010113,-4.315361,-199.054230,72.522003,12.968474,-74.178314,-63.573677,-31.484225,-77.009557,-61.839761,46.782660,-335.174758,32.507305,0.000000,51.098020,-136.120528,145.395343,-114.489410,-89.621320,-40.014698,-12.968474,26.081025,133.493682,73.394904,47.209687,30.028700,145.395343,1,0,0.026833,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251046.324056625,9.596,1785251046.068000078,1785251046.072044849,0.004045,-3.385409,-196.124954,75.983810,13.831943,-74.141983,-63.562794,-20.139735,-77.258984,-62.419682,47.194476,-335.653223,43.851795,0.000000,50.579885,-139.528268,148.413148,-123.123891,-82.867183,-32.132015,-13.831943,29.154372,134.124967,78.168248,49.299251,30.123203,148.413148,1,0,0.024696,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251046.529894590,9.802,1785251046.275000095,1785251046.283796310,0.008796,-2.660256,-193.321533,77.079926,13.913881,-74.155960,-63.558914,-19.091965,-77.293343,-62.472991,47.227320,-335.707478,44.899565,0.000000,49.887576,-142.385945,150.872554,-127.626704,-80.460873,-32.180360,-13.913881,32.050061,134.188390,82.487083,50.979376,30.211714,150.872554,1,0,0.036079,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251046.743561268,10.016,1785251046.505000114,1785251046.510112524,0.005112,-1.884177,-190.229248,77.092010,13.824421,-74.151337,-63.547523,-12.865292,-77.387992,-62.808294,47.487163,-335.939574,51.126238,0.000000,49.371340,-145.710326,153.847419,-130.999366,-80.673381,-25.965773,-13.824421,35.238247,134.536795,86.479565,52.490653,30.053396,153.847419,1,0,0.043860,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251046.983077526,10.255,1785251046.709000111,1785251046.714532137,0.005532,-1.192227,-187.506531,77.097748,13.737576,-74.130974,-63.556335,-14.389709,-77.346818,-62.731263,47.435988,-335.868791,49.601821,0.000000,48.628215,-148.362261,156.128356,-133.758354,-80.528046,-27.495927,-13.737576,38.047514,134.624140,90.158822,53.839678,29.959069,156.128356,1,0,0.092199,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251047.191332340,10.463,1785251046.930000067,1785251046.939590693,0.009591,-0.446648,-184.566315,77.098846,13.651998,-74.133194,-63.558079,-15.494747,-77.332528,-62.671141,47.388220,-335.829585,48.496783,0.000000,47.834868,-151.263270,158.646625,-136.764807,-80.399869,-28.602063,-13.651998,41.080790,134.685937,93.593426,55.052373,29.909908,158.646625,1,0,0.096907,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251047.413434029,10.685,1785251047.134999990,1785251047.149802923,0.014803,0.233878,-181.880920,77.100494,13.570940,-121.639252,60.714520,38.939967,-124.221564,58.627880,-82.187786,-324.780025,102.931497,0.000000,-82.421663,-142.899105,164.965102,-157.692730,48.440558,25.831003,-13.570940,43.851071,264.732214,97.050462,54.829968,29.773856,164.965102,1,0,0.120234,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251047.635739803,10.908,1785251047.369999886,1785251047.380487919,0.010488,1.022792,-178.768707,77.103241,13.474042,-121.649422,60.731438,39.758774,-124.201651,58.608109,-82.161285,-324.770799,103.750304,0.000000,-83.184077,-146.002092,168.036310,-160.885285,48.498727,26.647063,-13.474042,47.061718,264.760275,100.337771,54.623866,29.671521,168.036310,1,0,0.130723,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251047.841456175,11.113,1785251047.604000092,1785251047.617414951,0.013415,1.789983,-175.741684,77.106812,13.384877,-121.648254,60.729752,40.470186,-124.173924,58.574898,-82.119279,-324.760443,104.461716,0.000000,-83.909261,-149.018759,171.018580,-163.984686,48.542532,27.354904,-13.384877,50.184450,264.803539,103.474592,54.432103,29.597222,171.018580,1,0,0.142236,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251048.064635754,11.337,1785251047.812999964,1785251047.822040319,0.009040,2.471859,-173.052399,77.106445,13.295357,-121.653717,60.737965,40.592412,-124.174784,58.577728,-82.122199,-324.759974,104.583942,0.000000,-84.594058,-151.707576,173.699002,-166.758824,48.609031,27.477497,-13.295357,52.958834,264.806497,106.465363,54.254018,29.531219,173.699002,1,0,0.159945,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251048.271299601,11.543,1785251048.038000107,1785251048.053424835,0.015425,3.194745,-170.142883,78.658859,13.507897,-121.656769,60.739697,41.966096,-124.125324,58.519643,-82.048308,-324.740994,105.957626,0.000000,-85.243053,-154.598110,176.541649,-168.342447,53.176820,27.298767,-13.507897,55.956807,264.882787,109.337213,54.220679,29.464015,176.541649,1,0,0.172974,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251048.516145468,11.788,1785251048.246999979,1785251048.255845070,0.008845,3.765771,-167.279053,82.480225,14.262163,-121.655342,60.748280,43.275559,-124.072519,58.472394,-81.982688,-324.714255,107.267090,0.000000,-85.748459,-157.435203,179.272534,-167.302983,64.407712,24.786865,-14.262163,58.877012,264.953645,112.099344,54.557331,29.333243,179.272534,1,0,0.014371,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251048.707957506,11.980,1785251048.471999884,1785251048.485536575,0.013537,4.178012,-164.013397,86.248672,14.969522,-121.776970,60.766132,40.667032,-124.295221,58.602614,-82.197377,-324.857302,104.658562,0.000000,-86.375389,-160.843905,182.569082,-166.150500,75.666909,18.409889,-14.969522,62.168585,265.211626,114.791133,55.293352,29.070611,182.569082,1,0,0.206183,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251048.954849482,12.227,1785251048.680000067,1785251048.692314625,0.012315,4.386127,-160.813934,89.399323,15.552622,-121.770340,60.765995,39.263353,-124.340834,58.664814,-82.273280,-324.871021,103.254883,0.000000,-86.659406,-164.057087,185.538622,-164.956574,84.934734,13.855560,-15.552622,65.374809,265.288758,117.405613,56.357018,28.747865,185.538622,1,0,0.055333,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251049.171617746,12.444,1785251048.910000086,1785251048.919051170,0.009051,4.406334,-157.271713,93.768280,15.289611,-121.757103,60.769341,36.527039,-124.424975,58.793270,-82.425623,-324.890313,100.518569,0.000000,-86.831957,-167.618600,188.774426,-161.549484,97.660371,6.750289,-15.289611,68.917088,265.442317,119.962785,57.903540,28.368095,188.774426,1,0,0.064774,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251049.392023802,12.664,1785251049.118000031,1785251049.131142139,0.013142,4.169775,-154.121124,98.273087,15.374704,-121.475845,60.754395,35.277627,-124.186171,58.836965,-82.360177,-324.656532,99.269157,0.000000,-86.529952,-170.535408,191.232209,-156.309815,110.168051,0.996070,-15.374704,72.076545,265.685086,122.435672,59.918530,27.982596,191.232209,1,0,0.109389,0,LIO_DEGENERATE|POSITION_DRIFT
1785251049.581151962,12.853,1785251049.338000059,1785251049.347718000,0.009718,3.746783,-150.647903,96.724640,16.155415,-121.311958,60.697796,34.142664,-124.059732,58.834428,-82.302452,-324.544010,98.134194,0.000000,-86.049235,-173.896107,194.021460,-162.623589,105.820107,1.409555,-16.155415,75.575429,265.811551,124.846495,61.566484,27.612896,194.021460,1,0,0.059600,0,LIO_DEGENERATE|POSITION_DRIFT
1785251049.847562075,13.120,1785251049.542999983,1785251049.556536436,0.013536,3.489137,-147.251877,93.622986,16.848295,-200.859100,-28.804493,-45.838868,-203.172073,-26.422780,-40.370386,-433.030211,18.152662,0.000000,-43.859522,-285.778335,289.124392,-282.435672,61.830458,-75.470324,-16.848295,78.981215,382.119565,131.644968,61.573266,29.815547,289.124392,1,0,0.143020,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251050.017679930,13.290,1785251049.788000107,1785251049.773548603,0.014452,3.448272,-143.164993,89.399887,16.598708,-200.849548,-28.799458,-43.175251,-203.270706,-26.527807,-40.319246,-433.164910,20.816279,0.000000,-43.767518,-289.999916,293.284072,-290.442420,40.727730,-68.583608,-16.598708,83.068302,382.263645,138.012776,61.138810,31.374121,293.284072,1,0,0.112472,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251050.219737053,13.492,1785251049.983000040,1785251049.990287304,0.007287,3.640842,-139.963760,85.103851,16.343532,-200.852737,-28.801838,-43.513260,-203.260451,-26.515943,-40.325411,-433.150492,20.478270,0.000000,-43.966253,-293.186731,296.464991,-295.869421,18.782349,-64.625581,-16.343532,86.275322,382.279325,143.967522,60.459812,32.591292,296.464991,1,0,0.114815,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251050.438190699,13.710,1785251050.184999943,1785251050.201691151,0.016691,4.082787,-136.709976,81.736450,16.202167,-200.848892,-28.799158,-42.351500,-203.302458,-26.562550,-40.301944,-433.208682,21.640030,0.000000,-44.384731,-296.498706,299.802413,-299.799555,1.309135,-60.096420,-16.202167,89.558983,382.342069,149.576707,59.736058,33.509581,299.802413,1,0,0.143049,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251050.693753242,13.966,1785251050.413000107,1785251050.421324492,0.008324,4.713204,-133.110214,81.610535,16.114282,-260.057892,50.867233,16.552110,-263.240314,49.921408,-135.323303,-453.538063,80.543640,0.000000,-140.036508,-320.427849,349.691621,-337.430492,91.787215,-1.066895,-16.114282,93.213530,479.513785,157.151849,60.674034,33.118042,349.691621,1,0,0.013192,0,LIO_DEGENERATE|POSITION_DRIFT
1785251050.853476524,14.125,1785251050.621000051,1785251050.630797863,0.009798,5.288939,-129.785065,81.596191,16.051034,-260.177490,50.482895,16.816783,-263.355510,49.522378,-135.015198,-453.816569,80.808313,0.000000,-140.304137,-324.031504,353.102912,-341.057534,91.440827,-0.787878,-16.051034,96.588154,479.929110,164.222682,61.544325,32.739753,353.102912,1,0,0.172915,0,LIO_DEGENERATE|POSITION_DRIFT
1785251051.110271454,14.382,1785251050.828999996,1785251050.835830212,0.006830,5.851087,-126.522324,81.588837,15.974352,-260.352966,50.155594,17.413431,-263.520811,49.162036,-134.763833,-454.123142,81.404961,0.000000,-140.614919,-327.600818,356.503649,-344.645651,91.182382,-0.183876,-15.974352,99.898968,480.325558,170.862829,62.356181,32.373946,356.503649,1,0,0.002122,0,LIO_DEGENERATE|POSITION_DRIFT
1785251051.331086636,14.603,1785251051.082000017,1785251051.092968464,0.010968,6.540431,-122.528809,81.582916,15.884093,-260.488739,49.799755,17.713187,-263.651343,48.789637,-134.486386,-454.403752,81.704717,0.000000,-141.026817,-331.874944,360.596092,-348.943452,90.928592,0.121801,-15.884093,103.951542,480.720170,177.161454,63.115011,32.020127,360.596092,1,0,0.013163,0,LIO_DEGENERATE|POSITION_DRIFT
1785251051.581211805,14.853,1785251051.323999882,1785251051.312302828,0.011697,7.189403,-118.769402,81.578674,15.789879,-337.157318,16.873772,-11.803452,-340.407117,17.552894,-140.070726,-537.083847,52.188078,0.000000,-147.260129,-418.314446,443.477757,-435.370561,84.409690,-29.390596,-15.789879,107.766553,563.588638,186.823209,63.642319,31.966431,443.477757,1,0,0.073883,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251051.755661488,15.028,1785251051.517999887,1785251051.526246309,0.008246,7.708442,-115.761032,81.679993,15.707881,-337.277588,17.182465,-11.705736,-340.528540,17.856044,-140.396420,-537.060042,52.285794,0.000000,-148.104863,-421.299010,446.573517,-438.296002,85.583411,-29.394199,-15.707881,110.819369,563.915201,195.781806,64.175983,31.914958,446.573517,1,0,0.038067,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251052.024582148,15.297,1785251051.747999907,1785251051.738668442,0.009331,8.263183,-112.173553,84.337158,15.570098,-337.418945,17.341537,-14.041926,-340.639739,18.147075,-140.706740,-537.032361,49.949604,0.000000,-148.969922,-424.858807,450.218884,-437.484918,106.320226,-34.387554,-15.570098,114.449485,564.226753,204.168887,65.308486,31.967331,450.218884,1,0,0.124047,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251052.234540462,15.506,1785251051.957000017,1785251051.974590063,0.017590,8.622194,-108.991226,85.714157,15.474613,-337.447327,17.380619,-15.578867,-340.645355,18.272253,-140.821704,-536.982518,48.412663,0.000000,-149.443898,-427.991291,453.332135,-437.962760,117.041210,-37.301494,-15.474613,117.651999,564.352057,212.041119,66.737300,32.082707,453.332135,1,0,0.135895,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251052.434342623,15.706,1785251052.188999891,1785251052.201517582,0.012518,8.921679,-105.424408,87.144897,15.358087,-337.382751,17.299294,-16.240761,-340.570267,18.227812,-140.748836,-536.934521,47.750770,0.000000,-149.670515,-431.510113,456.729943,-438.429614,127.991072,-39.394128,-15.358087,121.231368,564.439311,219.476831,68.467120,32.242008,456.729943,1,0,0.104941,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251052.669248819,15.941,1785251052.398999929,1785251052.413423300,0.014423,9.154707,-102.210365,87.151764,15.276840,-337.345490,17.302675,-15.714698,-340.541396,18.201889,-140.712878,-536.919941,48.276832,0.000000,-149.867585,-434.709576,459.818125,-441.619575,128.081457,-38.874931,-15.276840,124.453847,564.478113,226.516546,70.093335,32.382379,459.818125,1,0,0.170579,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251052.921734810,16.194,1785251052.628999949,1785251052.643486261,0.014486,9.412226,-98.724335,87.146576,15.176721,-408.587219,37.493225,-13.486956,-411.815664,38.267529,-190.000508,-592.177346,50.504574,0.000000,-199.412734,-493.453011,532.222991,-502.768183,174.600878,-36.642002,-15.176721,127.949377,638.523040,235.979216,73.454568,32.467922,532.222991,1,0,0.034990,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251053.102831841,16.375,1785251052.895999908,1785251052.884317875,0.011682,9.709759,-94.708572,87.138855,15.063303,-408.675293,37.457886,-13.406501,-411.904822,38.227655,-190.003768,-592.274959,50.585029,0.000000,-199.713527,-497.566387,536.150914,-506.914969,174.628222,-36.553826,-15.063303,131.976146,638.620708,244.904588,76.553106,32.548249,536.150914,1,0,0.015621,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251053.321600199,16.594,1785251053.065000057,1785251053.080720663,0.015721,9.898329,-92.163269,87.138092,14.996204,-408.741638,37.463284,-13.453146,-411.970539,38.235682,-190.039800,-592.330502,50.538384,0.000000,-199.938128,-500.167233,538.648787,-509.526111,174.715936,-36.599708,-14.996204,134.528425,638.686914,253.304287,79.428192,32.626402,538.648787,1,0,0.009559,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251053.571032286,16.843,1785251053.295000076,1785251053.307568550,0.012568,10.152357,-88.743927,87.132355,14.904797,-408.834869,37.502750,-13.944527,-412.057027,38.302812,-190.138057,-592.378795,50.047003,0.000000,-200.290414,-503.634868,542.000304,-513.024520,174.843276,-37.085352,-14.904797,137.957190,638.796397,261.272051,82.110145,32.711357,542.000304,1,0,0.051439,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251053.764737368,17.037,1785251053.565000057,1785251053.548416615,0.016583,10.450947,-84.749512,87.122650,14.805566,-408.982056,37.549122,-13.831228,-412.205789,38.342810,-190.239237,-592.494952,50.160302,0.000000,-200.690184,-507.745440,545.968847,-517.179586,174.949302,-36.962348,-14.805566,141.962750,638.950443,268.877286,84.621293,32.790685,545.968847,1,0,0.070682,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251054.044721127,17.317,1785251053.733999968,1785251053.745037317,0.011037,10.631305,-82.257736,88.145233,14.714025,-479.752197,59.956284,12.913997,-482.988223,59.214303,-240.035438,-646.956961,76.905528,0.000000,-250.666743,-564.699225,617.834145,-572.516481,232.258282,-11.239706,-14.714025,144.461044,712.745918,278.621413,89.260121,32.540263,617.834145,1,0,0.137880,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251054.278280735,17.550,1785251053.994999886,1785251054.005345821,0.010346,10.773776,-78.442749,91.347702,14.564878,-479.986694,59.876457,17.490795,-483.153195,58.878623,-239.806094,-647.252423,81.482325,0.000000,-250.579870,-568.809674,621.558297,-562.758771,263.888768,-9.865377,-14.564878,148.278691,713.119946,287.857912,94.934830,32.288874,621.558297,1,0,0.155799,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251054.498312950,17.770,1785251054.259999990,1785251054.247403860,0.012596,10.719357,-74.581879,92.368591,14.447941,-479.940002,59.992546,17.543778,-483.105579,58.991784,-239.886915,-647.160008,81.535308,0.000000,-250.606272,-572.578129,625.019374,-561.731897,274.055639,-10.833283,-14.447941,152.139945,713.242717,296.634390,100.569312,32.049200,625.019374,1,0,0.188385,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251054.739127636,18.011,1785251054.493999958,1785251054.482236385,0.011764,10.658827,-71.249985,92.370071,14.349158,-479.908691,59.972988,17.011226,-483.083433,59.001692,-239.886109,-647.135760,81.002757,0.000000,-250.544936,-575.885775,628.026425,-565.032170,274.145650,-11.367315,-14.349158,155.472388,713.266978,304.984140,105.737614,31.818720,628.026425,1,0,0.018936,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
