ros_time,elapsed_s,truth_stamp,odom_stamp,sync_dt_s,truth_x_m,truth_y_m,truth_yaw_deg,truth_speed_mps,lio_raw_x_m,lio_raw_y_m,lio_raw_yaw_deg,lio_base_x_m,lio_base_y_m,lio_aligned_x_m,lio_aligned_y_m,lio_aligned_yaw_deg,lio_speed_mps,error_x_m,error_y_m,position_error_m,along_track_error_m,cross_track_error_m,yaw_error_deg,speed_error_mps,truth_distance_m,lio_distance_m,position_rmse_m,cross_track_rmse_m,yaw_rmse_deg,position_max_m,lio_degenerate,gps_status,gps_age_s,gps_shadow,status
1785251054.961644173,18.234,1785251054.690999985,1785251054.706716061,0.015716,10.612063,-68.415398,92.367813,14.267773,-556.171509,12.254131,-37.299397,-558.812502,14.265985,-232.888321,-734.812475,26.692134,0.000000,-243.500385,-666.397077,709.491016,-655.768039,270.824261,-65.675680,-14.267773,158.307361,801.222509,315.648650,110.377125,32.644612,709.491016,1,0,0.069243,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251055.160873175,18.433,1785251054.900000095,1785251054.913805723,0.013806,10.559772,-65.428947,92.370651,14.183053,-556.206421,12.193053,-37.297600,-558.847477,14.204824,-232.848691,-734.870727,26.693930,0.000000,-243.408463,-669.441780,712.320136,-658.800523,270.890841,-65.676721,-14.183053,161.294269,801.292964,325.739996,114.693149,33.424878,712.320136,1,0,0.055036,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251055.418146849,18.690,1785251055.160000086,1785251055.145628691,0.014371,10.494502,-61.768806,92.369522,14.082955,-556.205078,12.152532,-37.176600,-558.850377,14.158720,-232.808528,-734.893550,26.814930,0.000000,-243.303030,-673.124744,715.746663,-662.490035,270.924784,-65.554592,-14.082955,164.954992,801.339158,335.340443,118.725977,34.160106,715.746663,1,0,0.119212,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251055.637432337,18.909,1785251055.388000011,1785251055.402404785,0.014405,10.439924,-58.584061,92.366379,13.989798,-556.192017,12.124666,-37.268429,-558.834097,14.135092,-232.780154,-734.889280,26.723102,0.000000,-243.220078,-676.305219,718.710481,-665.686085,270.936877,-65.643277,-13.989798,168.140205,801.367852,344.485132,122.508504,34.860482,718.710481,1,0,0.118255,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251055.891876459,19.164,1785251055.591000080,1785251055.605778456,0.014778,10.390786,-55.743725,92.362701,13.912296,-556.192871,12.089871,-37.201534,-558.837297,14.097211,-232.747512,-734.908766,26.789996,0.000000,-243.138298,-679.165042,721.374650,-668.564236,270.930338,-65.572705,-13.912296,170.980966,801.405868,353.208921,126.067859,35.524477,721.374650,1,0,0.191013,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251056.104869127,19.377,1785251055.836999893,1785251055.834904909,0.002095,10.332608,-52.326256,92.355850,13.819653,-622.634460,100.258385,33.642708,-625.398389,98.419064,-337.717332,-757.753695,97.634238,0.000000,-348.049940,-705.427440,786.617209,-690.524356,376.752898,5.278388,-13.819653,174.398931,908.832838,363.496667,133.320827,35.264269,786.617209,1,0,0.037366,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251056.288280725,19.560,1785251056.019999981,1785251056.034227371,0.014227,10.289739,-49.813400,92.353516,13.744884,-622.657227,100.301193,33.718769,-625.418711,98.458205,-337.761420,-757.754796,97.710299,0.000000,-348.051159,-707.941395,788.873012,-693.051492,376.829215,5.356784,-13.744884,176.912152,908.876940,373.280746,140.004619,35.010040,788.873012,1,0,0.220778,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251056.555482626,19.827,1785251056.263000011,1785251056.274612665,0.011613,10.232503,-46.498047,92.353561,13.644147,-622.671204,100.335411,33.717167,-625.432739,98.492500,-337.798394,-757.752365,97.708698,0.000000,-348.030897,-711.254318,791.838500,-696.362152,376.945572,5.355136,-13.644147,180.227999,908.913993,382.630621,146.206916,34.761396,791.838500,1,0,0.043700,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251056.768056870,20.040,1785251056.559000015,1785251056.539896011,0.019104,10.162300,-42.483685,92.353943,13.509205,-622.678955,100.366684,36.896248,-625.334039,98.373463,-337.648131,-757.715858,100.887778,0.000000,-347.810431,-715.232174,795.317018,-700.343196,376.893309,8.533835,-13.509205,184.242975,909.068628,391.600314,151.987991,34.527277,795.317018,1,0,0.056780,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251056.978890896,20.251,1785251056.729000092,1785251056.741594553,0.012594,10.122451,-40.200092,92.353973,13.427577,-622.751831,100.466728,34.942879,-625.473313,98.565167,-337.881493,-757.756965,98.934409,0.000000,-348.003944,-717.556873,797.492703,-702.657784,377.182514,6.580436,-13.427577,186.526915,909.305583,400.185714,157.412668,34.292159,797.492703,1,0,0.068115,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251057.239719391,20.512,1785251056.957999945,1785251056.967005253,0.009005,10.070002,-37.144722,92.353394,13.334891,-700.188110,3.714729,-39.670179,-702.743620,5.834109,-288.424720,-867.864990,24.321351,0.000000,-298.494721,-830.720268,882.720376,-817.762543,332.354758,-68.032043,-13.334891,189.582736,1030.010800,410.787629,161.148258,34.984314,882.720376,1,0,0.154898,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251057.441939354,20.714,1785251057.203000069,1785251057.185760260,0.017240,10.014347,-33.877689,92.347366,13.233428,-700.209839,3.706309,-41.012827,-702.714987,5.884986,-288.457889,-867.816946,22.978703,0.000000,-298.472236,-833.939257,885.742830,-821.014710,332.378108,-69.368663,-13.233428,192.850242,1030.069181,420.929933,164.700892,35.679888,885.742830,1,0,0.107749,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251057.701608419,20.974,1785251057.401000023,1785251057.411562681,0.010563,9.969819,-31.259310,92.343903,13.140601,-700.358643,3.523761,-40.500881,-702.883157,5.679967,-288.347376,-868.057988,23.490650,0.000000,-298.317195,-836.798678,888.383462,-823.898171,332.290505,-68.853253,-13.140601,195.469000,1030.334349,430.642383,168.083111,36.330640,888.383462,1,0,0.001761,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251057.804472208,21.076,1785251057.572999954,1785251057.562739611,0.010260,9.931214,-29.026178,92.346069,13.055148,-700.301941,3.604861,-41.743521,-702.779101,5.815308,-288.423381,-867.905122,22.248009,0.000000,-298.354596,-838.878944,890.355742,-825.962596,332.444188,-70.098060,-13.055148,197.702466,1030.505067,439.943105,171.314997,36.984227,890.355742,1,0,0.104625,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251058.037439823,21.309,1785251057.778000116,1785251057.787271500,0.009271,9.883945,-26.355938,92.350906,12.960024,-700.300598,3.606788,-41.316204,-702.794175,5.798699,-288.415065,-867.925952,22.675327,0.000000,-298.299010,-841.570014,892.873109,-828.625613,332.568764,-69.675580,-12.960024,200.373124,1030.527496,448.879710,174.407422,37.599371,892.873109,1,0,0.146844,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251058.279931307,21.552,1785251058.007999897,1785251058.020060062,0.012060,9.831463,-23.383120,92.352539,12.852578,-700.321228,3.585826,-39.964215,-702.865828,5.718292,-288.374221,-868.025608,24.027315,0.000000,-298.205684,-844.642488,895.738557,-831.689850,332.625247,-68.325224,-12.852578,203.346406,1030.635197,457.489126,177.369072,38.157313,895.738557,1,0,0.184927,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251058.499744654,21.772,1785251058.276999950,1785251058.263034821,0.013965,9.770931,-19.936390,92.356354,12.745063,-700.321472,3.585427,-40.178550,-702.858077,5.727397,-288.379005,-868.014649,23.812980,0.000000,-298.149936,-848.078259,898.960576,-835.102861,332.766179,-68.543374,-12.745063,206.793667,1030.647154,465.804312,180.211307,38.698158,898.960576,1,0,0.206899,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251058.763298988,22.035,1785251058.476999998,1785251058.485572100,0.008572,9.726251,-17.406610,92.356735,12.667476,-700.321472,3.585343,-40.252367,-702.855315,5.730579,-288.380654,-868.010772,23.739163,0.000000,-298.106904,-850.604161,901.329665,-837.626180,332.832612,-68.617573,-12.667476,209.323841,1030.651367,473.825535,182.940626,39.219775,901.329665,1,0,0.064448,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251059.016262054,22.288,1785251058.740000010,1785251058.750844717,0.010845,9.668215,-14.080402,92.354538,12.578448,-700.322327,3.584634,-41.804087,-702.797149,5.797699,-288.415470,-867.929064,22.187443,0.000000,-298.083685,-853.848661,904.384553,-840.881659,332.910582,-70.167095,-12.578448,212.650555,1030.740184,481.589190,185.564813,39.755580,904.384553,1,0,0.109432,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251059.229248524,22.501,1785251058.937999964,1785251058.948382139,0.010382,9.626613,-11.602345,92.346451,12.520094,-700.323425,3.583072,-40.731983,-702.839222,5.749443,-288.390550,-867.988037,23.259547,0.000000,-298.017163,-856.385692,906.758338,-843.466267,332.829296,-69.086904,-12.520094,215.128962,1030.804205,489.096704,188.087166,40.248225,906.758338,1,0,0.132421,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251059.459907770,22.732,1785251059.209000111,1785251059.217027664,0.008028,9.571719,-8.243382,92.334229,12.442568,-700.341675,3.569964,-37.754079,-702.966619,5.602712,-288.314543,-868.166874,26.237451,0.000000,-297.886262,-859.923493,910.057492,-847.077443,332.662659,-66.096777,-12.442568,218.488374,1030.998524,496.385314,190.512268,40.662543,910.057492,1,0,0.148056,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251059.721177101,22.993,1785251059.447999954,1785251059.434142113,0.013858,9.522863,-5.269945,92.324860,12.370890,-700.317505,3.604204,-37.663866,-702.945647,5.632817,-288.332403,-868.134824,26.327664,0.000000,-297.855266,-862.864880,912.827235,-850.072051,332.612489,-65.997195,-12.370890,221.462212,1031.035214,503.456973,192.848491,41.060916,912.827235,1,0,0.010696,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251059.919974566,23.192,1785251059.648000002,1785251059.661449432,0.013449,9.482336,-2.796478,92.317047,12.306269,-771.806580,105.146172,35.144113,-774.521366,103.235063,-407.436634,-889.663039,99.135644,0.000000,-416.918970,-886.866561,979.976390,-869.285818,452.433301,6.818596,-12.306269,223.936011,1152.069433,511.746245,197.951135,40.822554,979.976390,1,0,0.008544,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251060.121267319,23.393,1785251059.855999947,1785251059.867317677,0.011318,9.441136,-0.252473,92.310913,12.236469,-771.845581,105.180695,34.929560,-774.567505,103.279766,-407.497042,-889.684904,98.921090,0.000000,-416.938178,-889.432431,982.307230,-871.897259,452.462886,6.610177,-12.236469,226.480350,1152.133675,519.764674,202.810645,40.588044,982.307230,1,0,0.009620,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251060.373846769,23.646,1785251060.118000031,1785251060.102919579,0.015080,9.389495,2.944370,92.304474,12.137808,-805.115662,87.922462,35.387179,-807.822316,85.999855,-406.549448,-927.149285,99.378710,0.000000,-415.938943,-930.093655,1018.861822,-912.616622,453.001449,7.074236,-12.137808,229.677609,1189.610038,528.284645,207.460944,40.358587,1018.861822,1,0,0.065925,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251060.552229643,23.824,1785251060.316999912,1785251060.306805849,0.010194,9.350129,5.355569,92.304855,12.060016,-805.182861,88.005692,34.554542,-807.917169,86.122619,-406.701374,-927.180699,98.546072,0.000000,-416.051503,-932.536268,1021.137965,-915.049716,453.218226,6.241217,-12.060016,232.089130,1189.765178,536.527833,211.911131,40.131549,1021.137965,1,0,0.037943,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251060.799469471,24.071,1785251060.522000074,1785251060.533689022,0.011689,9.309980,7.822958,92.302917,11.984684,-805.202820,88.004189,33.290318,-807.978008,86.181902,-406.781331,-927.209382,97.281848,0.000000,-416.091312,-935.032340,1023.434149,-917.557501,453.327353,4.978931,-11.984684,234.556846,1189.850124,544.512099,216.174282,39.906407,1023.434149,1,0,0.085593,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251061.010915518,24.283,1785251060.756999969,1785251060.771724939,0.014725,9.265360,10.612638,92.298111,11.895398,-805.139648,87.932259,32.228333,-807.948135,86.161720,-406.750094,-927.191383,96.219863,0.000000,-416.015454,-937.804021,1025.936275,-920.368021,453.285722,3.921752,-11.895398,237.346883,1189.886175,552.257540,220.260931,39.683758,1025.936275,1,0,0.103132,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251061.334466219,24.606,1785251060.993999958,1785251060.984722376,0.009278,9.220935,13.417846,92.291489,11.803618,-888.246826,18.677078,-34.711237,-890.975974,20.567622,-384.206800,-1030.574204,29.280294,0.000000,-393.427735,-1043.992050,1115.663382,-1027.426654,434.855439,-63.011195,-11.803618,240.152442,1295.698310,561.631270,223.778744,40.017728,1115.663382,1,0,0.025951,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251061.455755711,24.728,1785251061.193000078,1785251061.203489780,0.010490,9.184300,15.760015,92.286316,11.725454,-888.196472,18.739733,-33.622187,-890.961059,20.578063,-384.209644,-1030.556221,30.369343,0.000000,-393.393945,-1046.316236,1117.826669,-1029.789593,434.821636,-61.916972,-11.725454,242.494897,1295.716517,570.696586,227.165845,40.323061,1117.826669,1,0,0.147240,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251061.661077738,24.933,1785251061.417999983,1785251061.431060076,0.013060,9.143521,18.384636,92.278946,11.637604,-888.075256,18.892841,-32.591853,-890.872453,20.681163,-384.263448,-1030.431379,31.399677,0.000000,-393.406969,-1048.816015,1120.171449,-1032.342800,434.801587,-60.879268,-11.637604,245.119835,1295.852460,579.476826,230.430732,40.602483,1120.171449,1,0,0.148249,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251061.880997181,25.153,1785251061.657000065,1785251061.641056299,0.015944,9.101385,21.129944,92.271622,11.540414,-887.940674,19.041658,-31.794360,-890.762490,20.790874,-384.313830,-1030.284443,32.197170,0.000000,-393.415215,-1051.414387,1122.607565,-1034.994376,434.780848,-60.074451,-11.540414,247.865466,1296.007793,587.991294,233.580822,40.861240,1122.607565,1,0,0.173726,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251062.282665253,25.555,1785251061.845999956,1785251061.858002663,0.012003,9.067867,23.331640,92.269974,11.462979,-945.212952,129.057693,19.193803,-948.348399,127.966195,-505.887076,-1035.041775,83.185333,0.000000,-514.954944,-1058.373416,1177.001649,-1037.146485,556.471068,-9.084640,-11.462979,250.067418,1417.674085,597.321795,239.319516,40.654111,1177.001649,1,0,0.190770,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251062.423527956,25.695,1785251062.111999989,1785251062.124759912,0.012760,9.020870,26.357466,92.271637,11.365163,-946.926819,134.197464,18.763052,-950.070384,133.129569,-511.282648,-1034.325213,82.754582,0.000000,-520.303518,-1060.682679,1181.424351,-1039.225777,561.937079,-9.517055,-11.365163,253.093608,1423.117030,606.407334,244.938518,40.451363,1181.424351,1,0,0.095467,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251062.628953695,25.901,1785251062.332999945,1785251062.349753141,0.016753,8.981362,28.852135,92.270508,11.282702,-946.847656,134.112198,17.935749,-950.006312,133.089803,-511.218814,-1034.285068,81.927279,0.000000,-520.200176,-1063.137203,1183.583092,-1041.693542,561.910579,-10.343229,-11.282702,255.588590,1423.192439,615.216807,250.317649,40.253972,1183.583092,1,0,0.137980,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251062.834939957,26.107,1785251062.594000101,1785251062.584449530,0.009551,8.935451,31.796082,92.268585,11.187521,-946.591248,133.611908,18.322860,-949.742924,132.568195,-510.634533,-1034.277080,82.314390,0.000000,-519.569984,-1066.073162,1185.944751,-1044.671000,561.362142,-9.954195,-11.187521,258.532895,1423.776774,623.770296,255.463684,40.058691,1185.944751,1,0,0.145052,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251063.094071388,26.366,1785251062.792000055,1785251062.805195570,0.013196,8.901432,34.005436,92.264832,11.114597,-946.528381,133.528336,18.077566,-949.684497,132.498126,-510.545939,-1034.255296,82.069096,0.000000,-519.447371,-1068.260732,1187.857972,-1046.898482,561.257633,-10.195736,-11.114597,260.742511,1423.868007,632.073658,260.403816,39.867092,1187.857972,1,0,0.192037,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251063.296281338,26.568,1785251063.032000065,1785251063.048653364,0.016653,8.860817,36.650921,92.261475,11.026470,-946.262451,132.960907,18.403060,-949.412664,131.912784,-509.900675,-1034.267666,82.394590,0.000000,-518.761492,-1070.918587,1189.949623,-1049.614213,560.615829,-9.866884,-11.026470,263.388308,1424.513390,640.144055,265.141177,39.677626,1189.949623,1,0,0.194102,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251063.601015806,26.873,1785251063.259999990,1785251063.274705648,0.014706,8.822074,39.159256,92.261337,10.948018,-1027.022217,1.568741,-9.650382,-1030.295236,2.125291,-428.724193,-1163.871533,54.341148,0.000000,-437.546267,-1203.030789,1280.128828,-1184.829430,484.674157,-37.920189,-10.948018,265.896942,1577.440770,649.672122,268.227396,39.660437,1280.128828,1,0,0.089248,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251063.783699751,27.056,1785251063.528000116,1785251063.518094778,0.009905,8.777172,42.081879,92.255966,10.849294,-1027.013550,1.706980,-9.423506,-1030.288747,2.250566,-428.833936,-1163.810768,54.568024,0.000000,-437.611108,-1205.892647,1282.840815,-1187.731947,484.740529,-37.687942,-10.849294,268.819910,1577.566212,658.930029,271.219596,39.641389,1282.840815,1,0,0.061269,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251063.971976519,27.244,1785251063.763000011,1785251063.755648851,0.007351,8.739056,44.620216,92.248337,10.770434,-1026.981567,2.211908,-9.883637,-1030.252293,2.781779,-429.295367,-1163.545067,54.107893,0.000000,-438.034423,-1208.165284,1285.121593,-1190.050763,485.094516,-38.140444,-10.770434,271.358534,1578.098675,667.924827,274.127558,39.626950,1285.121593,1,0,0.080820,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251064.230026722,27.502,1785251063.934000015,1785251063.947397709,0.013398,8.711731,46.457047,92.243515,10.705138,-1026.746826,2.218624,-9.757589,-1030.018798,2.781298,-429.192546,-1163.335429,54.233942,0.000000,-437.904277,-1209.792476,1286.607162,-1191.722622,484.928017,-38.009573,-10.705138,273.195567,1578.332171,676.656275,276.946576,39.611564,1286.607162,1,0,0.134345,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251064.488787413,27.761,1785251064.194000006,1785251064.184655666,0.009344,8.670127,49.222092,92.243820,10.611370,-1094.979004,139.620483,-4.176467,-1098.290188,139.862274,-582.328505,-1164.582366,59.815063,0.000000,-590.998632,-1213.804457,1350.037275,-1189.734988,638.068414,-32.428757,-10.611370,275.960925,1731.473206,686.284333,282.624550,39.548711,1350.037275,0,0,0.181080,0,POSITION_DRIFT|YAW_DRIFT
1785251064.685971498,27.958,1785251064.460999966,1785251064.445598125,0.015402,8.627015,52.037762,92.242950,10.517272,-1095.033936,139.513306,-4.036610,-1098.345700,139.747013,-582.249259,-1164.682798,59.954920,0.000000,-590.876274,-1216.720560,1352.606259,-1192.663331,638.042217,-32.288030,-10.517272,278.776925,1731.601138,695.647057,288.085107,39.485859,1352.606259,0,0,0.157268,0,POSITION_DRIFT|YAW_DRIFT
1785251064.947238445,28.219,1785251064.661000013,1785251064.664912462,0.003912,8.595132,54.131157,92.240189,10.443424,-1095.115356,139.382172,-3.427070,-1098.429419,139.580635,-582.136441,-1164.830997,60.564461,0.000000,-590.731573,-1218.962154,1354.559901,-1194.939623,637.927756,-31.675728,-10.443424,280.870563,1731.787393,704.747643,293.341514,39.419410,1354.559901,1,0,0.044480,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251065.198837757,28.471,1785251064.910000086,1785251064.924028873,0.014029,8.555733,56.716068,92.243744,10.348894,-1095.411743,138.974991,-3.402705,-1098.725890,139.172044,-581.899233,-1165.276613,60.588825,0.000000,-590.454966,-1221.992681,1357.167336,-1197.939069,637.844155,-31.654919,-10.348894,283.455775,1732.292211,713.611603,298.408003,39.353936,1357.167336,1,0,0.113777,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251065.434596300,28.707,1785251065.164000034,1785251065.179526567,0.015527,8.515478,59.325554,92.245392,10.265855,-1095.450684,138.975418,-3.317178,-1098.765121,139.167524,-581.912373,-1165.313853,60.674352,0.000000,-590.427852,-1224.639407,1359.539159,-1200.566478,637.955214,-31.571040,-10.265855,286.065571,1732.331701,722.246940,303.300545,39.288945,1359.539159,1,0,0.128146,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251065.704276085,28.976,1785251065.430000067,1785251065.414705515,0.015295,8.473968,62.035412,92.241852,10.170303,-1169.333008,13.192909,11.646463,-1172.584655,12.522693,-500.463123,-1287.191892,75.637993,0.000000,-508.937091,-1349.227304,1442.023328,-1328.286163,561.326240,-16.603859,-10.170303,288.775747,1878.920367,732.073972,306.656114,39.140628,1442.023328,1,0,0.005214,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251065.834289074,29.106,1785251065.631000042,1785251065.622273684,0.008726,8.442710,64.090958,92.238892,10.101461,-1169.348877,13.217687,11.516399,-1172.602037,12.554854,-500.499649,-1287.193411,75.507929,0.000000,-508.942359,-1351.284369,1443.950058,-1330.370452,561.343239,-16.730962,-10.101461,290.831530,1878.956924,741.629731,309.915608,38.994953,1443.950058,1,0,0.135227,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251066.075917482,29.348,1785251065.809000015,1785251065.822395563,0.013396,8.415552,65.880081,92.237061,10.038421,-1169.349487,13.222893,11.460588,-1172.603292,12.563229,-500.507726,-1287.190866,75.452118,0.000000,-508.923278,-1353.070947,1445.615402,-1332.174352,561.351394,-16.784943,-10.038421,292.620860,1878.965393,750.923853,313.083482,38.851581,1445.615402,1,0,0.195142,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251066.331934690,29.604,1785251066.068000078,1785251066.059327841,0.008672,8.377024,68.462456,92.231720,9.945192,-1169.326904,13.175093,11.810181,-1172.576623,12.495588,-500.435241,-1287.196559,75.801711,0.000000,-508.812265,-1355.659015,1447.999063,-1334.817098,561.217072,-16.430009,-9.945192,295.203522,1879.038101,759.981894,316.161764,38.708893,1447.999063,1,0,0.029814,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251066.658443689,29.930,1785251066.311000109,1785251066.310066938,0.000933,8.341380,70.868950,92.227753,9.857912,-1247.223877,126.773369,-18.824833,-1250.366288,127.844653,-638.213897,-1306.527378,45.166697,0.000000,-646.555278,-1377.396328,1521.595995,-1351.222517,699.608521,-47.061055,-9.857912,297.610280,2018.166239,770.032593,321.566648,38.790694,1521.595995,1,0,0.138155,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251066.789359331,30.061,1785251066.585999966,1785251066.587641716,0.001642,8.301785,73.557671,92.223816,9.756613,-1247.217407,126.768669,-18.837394,-1250.359584,127.840642,-638.207353,-1306.523111,45.154137,0.000000,-646.509137,-1380.080782,1524.006899,-1353.954806,699.573737,-47.069679,-9.756613,300.299292,2018.174052,779.822118,326.789013,38.870983,1524.006899,1,0,0.103036,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251067.066001415,30.338,1785251066.766000032,1785251066.779145956,0.013146,8.276323,75.311607,92.219193,9.691285,-1247.199097,126.773277,-18.809229,-1250.341800,127.843706,-638.202308,-1306.505785,45.182301,0.000000,-646.478631,-1381.817392,1525.566756,-1355.747742,699.501242,-47.036892,-9.691285,302.053414,2018.192098,789.349336,331.839179,38.949370,1525.566756,1,0,0.135895,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251067.307425976,30.579,1785251067.036000013,1785251067.051393509,0.015393,8.238689,77.912926,92.217499,9.591601,-1247.187622,126.759468,-18.972339,-1250.327265,127.838839,-638.191560,-1306.494856,45.019191,0.000000,-646.430250,-1384.407782,1527.892985,-1358.358741,699.513049,-47.198308,-9.591601,304.655004,2018.207425,798.639899,336.728700,39.027933,1527.892985,1,0,0.213612,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251067.586740017,30.859,1785251067.306999922,1785251067.289794207,0.017206,8.199631,80.488281,92.222336,9.480204,-1247.191772,126.754997,-19.764979,-1250.316183,127.877698,-638.221624,-1306.467857,44.226551,0.000000,-646.421255,-1386.956138,1530.198604,-1360.846470,699.717553,-47.995785,-9.480204,307.230656,2018.247834,807.704819,341.469998,39.113294,1530.198604,1,0,0.049341,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251067.835048199,31.107,1785251067.571000099,1785251067.567785740,0.003214,8.163416,82.895004,92.216583,9.383969,-1321.414062,31.500206,18.588148,-1324.560873,30.441912,-583.209829,-1415.919712,82.579678,0.000000,-591.373245,-1498.814717,1611.262818,-1474.820691,648.900455,-9.636905,-9.383969,309.637652,2140.746838,817.838488,345.227482,38.957310,1611.262818,1,0,0.162326,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251068.023367167,31.295,1785251067.753000021,1785251067.766908884,0.013909,8.139179,84.574539,92.214172,9.311708,-1321.619995,31.206577,16.069345,-1324.810274,30.287599,-583.180507,-1416.211523,80.060875,0.000000,-591.319687,-1500.786063,1613.077114,-1476.819937,648.861041,-12.153297,-9.311708,311.317361,2141.040119,827.710588,348.881747,38.809272,1613.077114,1,0,0.129182,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251068.276339531,31.548,1785251068.010999918,1785251068.001358271,0.009642,8.103693,86.974213,92.216156,9.208049,-1321.586548,31.185295,15.528476,-1324.785360,30.296474,-583.177558,-1416.185241,79.520006,0.000000,-591.281251,-1503.159453,1615.271451,-1479.170574,648.965541,-12.696150,-9.208049,313.717297,2141.066567,837.339911,352.439765,38.664604,1615.271451,1,0,0.168055,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251068.505273819,31.777,1785251068.253999949,1785251068.238635063,0.015365,8.069933,89.195305,92.218033,9.112326,-1321.593994,31.183424,15.985375,-1324.785616,30.269123,-583.153089,-1416.197465,79.976905,0.000000,-591.223022,-1505.392770,1617.328678,-1481.383212,649.042243,-12.241128,-9.112326,315.938646,2141.093919,846.735722,355.905439,38.520579,1617.328678,1,0,0.188169,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
1785251068.698809385,31.971,1785251068.447999954,1785251068.462134838,0.014135,8.043582,90.952492,92.215668,9.032371,-1321.488159,31.159101,15.103497,-1324.693476,30.294031,-583.135071,-1416.103733,79.095027,0.000000,-591.178653,-1507.056225,1618.860916,-1483.073929,649.001067,-13.120641,-9.032371,317.696030,2141.189367,855.900628,359.281076,38.380770,1618.860916,1,0,0.186244,0,LIO_DEGENERATE|POSITION_DRIFT|YAW_DRIFT
